Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Segment,Days since last purchase
45,other,Middle,Divorced,Bachelor's,Middle,Health Care,133.04,12,Online,1,3,2.0,High,Not Sensitive,2,6,,Desktop,Cash,True,True,Impulsive,Standard,11,Regular,319
24,other,High,Married,High School,Middle,Luxury Goods,196.63,9,Online,4,2,2.0,Medium,Somewhat Sensitive,1,6,Low,Tablet,Other,True,False,Need-based,No Preference,7,Regular,158
30,Male,Middle,Divorced,Bachelor's,High,Home Appliances,473.96,12,In-Store,2,1,1.0,Medium,Somewhat Sensitive,2,9,,Tablet,PayPal,True,False,Impulsive,Express,14,Solid customer,298
24,Female,High,Married,High School,Middle,Luxury Goods,472.52,8,Online,2,4,0.0,Low,Somewhat Sensitive,2,8,Medium,Tablet,Cash,False,True,Planned,No Preference,14,Can't lose,484
27,Female,Middle,Married,Bachelor's,Middle,Baby Products,335.8,9,Mixed,3,5,1.0,,Somewhat Sensitive,2,7,Low,Smartphone,Debit Card,True,False,Wants-based,Standard,5,Can't lose,467
25,Male,Middle,Single,High School,High,Luxury Goods,85.57,12,In-Store,2,1,1.0,Low,Very Sensitive,2,4,Medium,Tablet,Debit Card,True,True,Planned,No Preference,9,Regular,264
44,other,Middle,Single,Master's,Middle,Beauty & Personal Care,108.5,11,Mixed,5,5,0.0,,Very Sensitive,1,2,Medium,Smartphone,PayPal,False,False,Wants-based,No Preference,10,Regular,310
26,Male,Middle,Divorced,Bachelor's,Middle,Food & Beverages,172.5,8,Online,1,3,0.0,Medium,Somewhat Sensitive,0,8,Low,Desktop,Credit Card,True,False,Impulsive,No Preference,7,Regular,307
18,Female,High,Single,High School,Middle,Electronics,212.8,6,Mixed,3,2,2.0,,Very Sensitive,1,7,High,Tablet,Credit Card,True,True,Planned,Standard,1,other,370
47,Female,Middle,Married,Bachelor's,High,Baby Products,324.41,7,Mixed,4,4,1.0,,Not Sensitive,0,5,Medium,Tablet,Debit Card,True,True,Need-based,No Preference,4,other,388
36,Male,High,Widowed,High School,Middle,Travel & Leisure (Flights,342.39,8,In-Store,1,5,2.0,Low,Very Sensitive,2,3,High,Desktop,Other,False,False,Need-based,Standard,9,Can't lose,504
23,Female,High,Divorced,Bachelor's,High,Health Care,446.86,9,In-Store,2,1,2.0,,Very Sensitive,0,2,Medium,Desktop,PayPal,False,False,Wants-based,No Preference,5,Solid customer,196
49,Male,High,Divorced,Master's,High,Electronics,463.15,3,Mixed,1,1,1.0,,Somewhat Sensitive,1,9,High,Smartphone,Debit Card,True,True,Need-based,Standard,9,At risk,392
27,Female,High,Divorced,Bachelor's,High,Groceries,122.99,12,In-Store,1,5,1.0,High,Very Sensitive,1,8,,Desktop,Cash,True,False,Planned,No Preference,1,Regular,231
43,Male,High,Widowed,Master's,High,Beauty & Personal Care,322.4,7,Mixed,4,2,1.0,Medium,Very Sensitive,2,3,Medium,Tablet,Cash,True,True,Need-based,Express,2,Regular,288
19,Female,High,Married,High School,Middle,Health Care,73.19,5,Mixed,2,5,1.0,Low,Not Sensitive,2,8,High,Smartphone,PayPal,False,True,Need-based,No Preference,3,other,406
41,Female,Middle,Married,Master's,High,Toys & Games,279.08,10,Online,4,2,1.0,High,Not Sensitive,2,7,Medium,Smartphone,Credit Card,False,True,Wants-based,No Preference,3,Can't lose,392
29,Female,Middle,Single,High School,Middle,Travel & Leisure (Flights,478.85,10,In-Store,4,2,2.0,,Not Sensitive,2,2,,Desktop,Cash,False,False,Planned,No Preference,4,Can't lose,389
25,Male,High,Widowed,Master's,High,Food & Beverages,86.39,5,Mixed,4,5,1.0,High,Somewhat Sensitive,1,1,Medium,Desktop,Debit Card,False,False,Need-based,Standard,7,other,255
45,Male,High,Widowed,Bachelor's,Middle,Baby Products,192.35,11,Mixed,3,5,2.0,High,Not Sensitive,2,1,High,Smartphone,Credit Card,True,False,Impulsive,Express,11,other,379
36,Female,Middle,Divorced,Bachelor's,High,Beauty & Personal Care,235.32,7,Online,2,1,1.0,Medium,Very Sensitive,1,10,High,Desktop,PayPal,False,True,Impulsive,Express,11,Regular,347
21,Female,High,Widowed,High School,High,Electronics,212.63,8,Online,4,2,1.0,Low,Very Sensitive,0,4,High,Desktop,Debit Card,False,True,Need-based,No Preference,6,Regular,268
47,Female,Middle,Widowed,Master's,High,Food & Beverages,246.63,8,In-Store,2,3,1.0,,Somewhat Sensitive,2,3,,Tablet,Credit Card,True,False,Impulsive,Express,10,other,416
26,Female,Middle,Widowed,Bachelor's,High,Toys & Games,228.47,9,Online,3,3,1.0,,Very Sensitive,1,7,,Desktop,Credit Card,False,True,Impulsive,Express,12,other,266
25,Female,Middle,Single,Master's,High,Gardening & Outdoors,343.77,6,Online,4,3,2.0,Low,Somewhat Sensitive,2,9,High,Desktop,Cash,True,True,Wants-based,Express,6,other,246
26,other,Middle,Married,Bachelor's,High,Groceries,339.32,9,In-Store,2,4,0.0,Medium,Very Sensitive,1,4,High,Tablet,Other,False,False,Need-based,No Preference,7,Solid customer,259
34,Male,High,Divorced,Bachelor's,Middle,Clothing,327.05,9,Mixed,5,4,0.0,Low,Somewhat Sensitive,2,3,High,Desktop,Cash,False,True,Need-based,No Preference,7,Solid customer,289
48,Male,High,Divorced,Master's,Middle,Toys & Games,334.45,2,In-Store,2,5,0.0,Medium,Not Sensitive,2,9,High,Tablet,Credit Card,True,False,Impulsive,No Preference,6,other,338
19,Male,High,Single,Bachelor's,Middle,Food & Beverages,366.16,12,Mixed,4,4,2.0,Medium,Somewhat Sensitive,1,5,Low,Desktop,Credit Card,False,False,Need-based,No Preference,4,Solid customer,269
37,Female,High,Widowed,Bachelor's,Middle,Groceries,481.78,8,In-Store,5,2,0.0,Medium,Very Sensitive,2,4,Low,Tablet,Debit Card,True,True,Wants-based,Express,1,Can't lose,393
23,Female,High,Widowed,Bachelor's,Middle,Gardening & Outdoors,131.48,8,Mixed,3,5,0.0,,Somewhat Sensitive,2,1,Low,Tablet,Credit Card,True,True,Wants-based,No Preference,12,other,287
34,Female,High,Widowed,Master's,High,Health Care,402.86,11,In-Store,3,5,1.0,High,Not Sensitive,0,2,,Desktop,Cash,False,False,Impulsive,Standard,8,Solid customer,259
42,Male,High,Single,Bachelor's,Middle,Gardening & Outdoors,333.18,6,In-Store,1,1,0.0,Medium,Very Sensitive,2,5,Low,Smartphone,Other,True,False,Planned,Express,8,other,401
28,Female,High,Widowed,Master's,Middle,Arts & Crafts,73.23,8,Online,2,2,2.0,Low,Very Sensitive,1,2,Low,Smartphone,Credit Card,True,True,Need-based,No Preference,6,other,309
28,Male,High,Divorced,Master's,Middle,Furniture,450.47,11,Online,5,2,2.0,,Not Sensitive,2,3,,Smartphone,Credit Card,True,True,Wants-based,Express,10,Can't lose,430
33,Male,Middle,Single,High School,High,Food & Beverages,175.74,5,Online,5,4,1.0,Medium,Not Sensitive,0,6,,Tablet,Cash,False,True,Impulsive,No Preference,6,other,308
31,Female,Middle,Single,Master's,High,Hotels,182.6,4,Online,5,2,0.3,Low,Not Sensitive,2,9,High,Tablet,PayPal,False,True,Wants-based,Express,5,other,356
20,Female,Middle,Widowed,Bachelor's,High,Jewelry & Accessories,497.8,2,Online,3,5,0.2,High,Somewhat Sensitive,1,2,Medium,Smartphone,Other,True,False,Wants-based,No Preference,9,At risk,487
32,Male,High,Divorced,High School,High,Food & Beverages,171.17,4,In-Store,1,3,0.0,High,Somewhat Sensitive,0,4,Medium,Desktop,Debit Card,False,True,Wants-based,Standard,12,other,341
27,Female,Middle,Single,Bachelor's,High,Jewelry & Accessories,425.82,3,In-Store,4,5,1.0,Low,Not Sensitive,1,6,High,Smartphone,Cash,True,True,Wants-based,Standard,11,At risk,398
19,Female,Middle,Widowed,Bachelor's,Middle,Sports & Outdoors,210.58,10,In-Store,5,1,2.0,Low,Somewhat Sensitive,1,3,Low,Tablet,Debit Card,True,True,Planned,No Preference,8,other,252
50,Male,Middle,Single,High School,Middle,Beauty & Personal Care,199.64,11,Online,5,4,1.0,High,Somewhat Sensitive,1,5,High,Desktop,PayPal,False,True,Planned,Express,8,other,260
40,other,High,Married,Bachelor's,Middle,Packages),162.22,10,In-Store,5,5,0.2,High,Somewhat Sensitive,1,1,Medium,Desktop,Other,True,True,Wants-based,No Preference,8,other,389
20,Male,High,Married,Bachelor's,High,Sports & Outdoors,401.75,8,Online,3,4,0.3,,Somewhat Sensitive,1,8,High,Smartphone,PayPal,False,True,Wants-based,Standard,6,Solid customer,165
24,Female,Middle,Married,Master's,Middle,Luxury Goods,365.88,12,Online,3,3,2.0,Medium,Very Sensitive,0,9,High,Smartphone,Other,True,False,Need-based,Express,7,Solid customer,198
46,Male,Middle,Single,High School,Middle,Beauty & Personal Care,58.29,6,Mixed,2,3,2.0,Medium,Somewhat Sensitive,1,7,Low,Tablet,Other,False,True,Impulsive,Standard,14,other,464
50,Male,High,Married,Master's,High,Health Supplements,66.86,3,Mixed,1,1,1.0,Medium,Very Sensitive,0,10,Medium,Desktop,Other,True,True,Wants-based,Express,9,other,483
29,Female,High,Single,Bachelor's,Middle,Groceries,279.34,5,Mixed,3,1,0.0,Medium,Very Sensitive,2,6,Low,Tablet,PayPal,False,True,Wants-based,No Preference,11,other,273
34,other,High,Divorced,Bachelor's,High,Electronics,358.5,3,Online,3,4,2.0,Medium,Very Sensitive,2,3,,Tablet,Cash,False,True,Impulsive,Standard,8,other,189
44,Female,High,Widowed,Bachelor's,High,Jewelry & Accessories,360.92,7,Online,2,1,2.0,,Very Sensitive,0,9,Low,Smartphone,PayPal,False,True,Impulsive,Standard,8,other,193
38,other,Middle,Married,Master's,High,Groceries,374.36,4,Online,2,2,0.0,,Somewhat Sensitive,1,9,,Smartphone,Other,False,False,Wants-based,Standard,1,Regular,231
22,other,High,Widowed,High School,Middle,Baby Products,435.37,11,Online,4,2,1.0,Low,Very Sensitive,0,3,High,Tablet,Credit Card,True,True,Planned,Standard,4,Solid customer,265
44,Male,High,Single,Master's,High,Home Appliances,459.3,9,Online,4,4,1.0,,Somewhat Sensitive,2,5,Medium,Desktop,Other,False,True,Planned,No Preference,1,Solid customer,225
43,Female,High,Divorced,Master's,Middle,Jewelry & Accessories,426.89,2,Mixed,5,1,1.0,High,Not Sensitive,1,3,Low,Smartphone,PayPal,True,False,Wants-based,Express,10,Regular,201
25,Male,Middle,Divorced,Master's,High,Animal Feed,365.37,6,Mixed,1,2,1.0,Low,Very Sensitive,1,5,Low,Smartphone,PayPal,True,True,Wants-based,Express,7,other,324
21,Female,Middle,Divorced,Master's,High,Mobile Accessories,487.25,4,Online,3,2,1.0,High,Very Sensitive,0,4,High,Desktop,Cash,False,False,Wants-based,Standard,1,other,226
29,Female,Middle,Married,High School,High,Baby Products,187.22,10,Online,5,3,0.0,Medium,Very Sensitive,1,4,Low,Desktop,Credit Card,False,False,Wants-based,Standard,4,other,352
41,Male,High,Divorced,Master's,High,Toys & Games,396.82,7,Mixed,3,4,1.0,,Somewhat Sensitive,1,9,High,Desktop,Credit Card,True,True,Need-based,No Preference,9,other,282
38,other,High,Divorced,Master's,High,Travel & Leisure (Flights,246.74,10,Online,2,3,0.0,Medium,Not Sensitive,1,6,High,Desktop,PayPal,False,False,Need-based,Express,8,Can't lose,421
26,Male,High,Widowed,Bachelor's,High,Luxury Goods,128.74,12,Mixed,5,1,1.0,Medium,Somewhat Sensitive,1,8,High,Desktop,PayPal,False,True,Planned,Standard,1,At risk,502
41,Female,Middle,Widowed,Master's,Middle,Toys & Games,339.63,2,In-Store,3,3,2.0,Medium,Very Sensitive,2,1,Low,Tablet,PayPal,True,False,Impulsive,No Preference,6,other,269
46,Female,High,Single,Bachelor's,High,Sports & Outdoors,223.58,11,Mixed,4,3,0.0,High,Very Sensitive,0,6,,Tablet,PayPal,False,False,Impulsive,No Preference,11,other,367
39,other,High,Widowed,Bachelor's,Middle,Gardening & Outdoors,446.92,5,Mixed,1,1,1.0,Medium,Very Sensitive,2,6,,Smartphone,PayPal,True,False,Planned,Express,10,other,307
43,Male,Middle,Divorced,Bachelor's,Middle,Electronics,175.65,11,Mixed,4,3,2.0,Low,Not Sensitive,1,7,,Tablet,Other,False,True,Wants-based,Express,8,other,165
44,other,Middle,Married,Bachelor's,Middle,Clothing,491.49,10,Mixed,1,1,0.0,Low,Somewhat Sensitive,2,7,,Desktop,PayPal,False,False,Planned,Standard,1,Solid customer,359
26,Male,Middle,Widowed,Bachelor's,Middle,Beauty & Personal Care,88.4,5,In-Store,5,2,0.0,Medium,Not Sensitive,0,4,Medium,Desktop,Cash,True,False,Need-based,No Preference,4,other,361
29,Male,Middle,Widowed,Master's,High,Office Supplies,430.9,8,Online,4,5,1.0,High,Not Sensitive,0,6,,Tablet,Credit Card,False,False,Wants-based,Standard,11,Solid customer,350
50,Male,High,Widowed,High School,High,Mobile Accessories,435.23,2,In-Store,2,4,0.0,,Somewhat Sensitive,2,2,Medium,Smartphone,Cash,False,True,Impulsive,Express,13,At risk,450
19,Female,High,Divorced,Master's,Middle,Toys & Games,218.65,3,Online,4,2,2.0,Low,Very Sensitive,0,9,Medium,Smartphone,Credit Card,True,True,Impulsive,Standard,4,other,309
27,Male,High,Widowed,High School,Middle,Health Supplements,207.66,10,In-Store,2,3,1.0,High,Very Sensitive,2,2,Medium,Desktop,Other,False,True,Wants-based,Standard,8,other,318
34,Female,High,Married,High School,High,Arts & Crafts,141.09,7,In-Store,3,4,0.0,High,Very Sensitive,2,3,High,Desktop,Debit Card,False,True,Wants-based,Express,1,other,337
39,Male,High,Divorced,Bachelor's,Middle,Packages),142.7,6,In-Store,3,2,1.0,,Very Sensitive,0,4,,Desktop,Credit Card,False,True,Impulsive,No Preference,11,other,370
44,Male,High,Divorced,Master's,High,Animal Feed,64.09,10,Online,5,5,0.0,,Somewhat Sensitive,0,6,Low,Desktop,Credit Card,True,False,Need-based,Express,7,Regular,214
20,Female,Middle,Married,High School,Middle,Toys & Games,126.26,2,Online,4,5,1.0,,Somewhat Sensitive,1,6,,Smartphone,Debit Card,True,False,Planned,Standard,13,other,245
42,Female,Middle,Single,High School,High,Hotels,195.05,5,In-Store,2,1,2.0,Medium,Not Sensitive,0,10,High,Smartphone,Other,True,False,Impulsive,No Preference,11,other,366
22,Female,Middle,Married,Master's,High,Groceries,432.84,7,Mixed,4,5,2.0,High,Very Sensitive,0,1,High,Tablet,Debit Card,False,False,Wants-based,No Preference,4,Can't lose,472
30,Male,High,Married,Bachelor's,Middle,Jewelry & Accessories,404.12,6,In-Store,1,3,1.0,High,Very Sensitive,0,4,Low,Smartphone,Debit Card,False,False,Impulsive,Express,11,other,448
39,Male,High,Divorced,Master's,High,Groceries,438.26,10,In-Store,3,4,1.0,,Somewhat Sensitive,1,3,Medium,Smartphone,Debit Card,True,False,Planned,Express,10,Solid customer,322
19,Female,High,Single,Bachelor's,High,Jewelry & Accessories,233.02,4,Mixed,3,3,1.0,Medium,Not Sensitive,0,3,Medium,Smartphone,Cash,False,False,Impulsive,Standard,8,other,205
26,Female,Middle,Widowed,Bachelor's,Middle,Packages),273.41,7,Online,3,5,2.0,Low,Very Sensitive,0,9,Medium,Tablet,Other,True,False,Planned,Standard,2,Regular,217
21,Female,High,Married,High School,Middle,Furniture,338.96,10,Online,1,4,2.0,High,Somewhat Sensitive,1,9,High,Desktop,Debit Card,True,True,Wants-based,Standard,4,Solid customer,199
37,Male,Middle,Divorced,Master's,High,Luxury Goods,75.91,12,Mixed,3,5,2.0,Low,Very Sensitive,0,6,,Desktop,PayPal,True,True,Planned,No Preference,1,Regular,182
23,Male,High,Married,High School,High,Mobile Accessories,425.21,12,Online,2,4,2.0,Low,Somewhat Sensitive,0,4,High,Desktop,Other,True,True,Planned,Express,12,Can't lose,423
46,Male,Middle,Married,Master's,Middle,Software & Apps,268.8,2,In-Store,1,3,0.0,High,Very Sensitive,1,7,,Desktop,Debit Card,False,False,Need-based,Standard,12,other,397
35,Female,Middle,Divorced,Master's,High,Health Care,170.71,10,Mixed,5,3,0.0,Low,Somewhat Sensitive,1,9,Low,Desktop,Credit Card,True,True,Planned,No Preference,7,other,403
33,other,Middle,Widowed,High School,Middle,Animal Feed,444.05,10,Online,5,4,0.0,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,True,True,Wants-based,Standard,8,Solid customer,352
47,Male,Middle,Divorced,High School,Middle,Gardening & Outdoors,255.1,5,Mixed,5,1,2.0,High,Very Sensitive,1,1,Low,Desktop,PayPal,True,False,Planned,No Preference,14,other,480
32,Male,High,Widowed,Bachelor's,High,Health Supplements,236.44,6,Mixed,4,4,0.0,Medium,Very Sensitive,2,2,,Smartphone,PayPal,False,False,Impulsive,Standard,6,At risk,372
20,Male,Middle,Widowed,Bachelor's,High,Furniture,201.69,11,Mixed,4,5,0.0,High,Very Sensitive,2,8,Low,Tablet,Other,True,False,Planned,No Preference,3,other,307
37,Female,High,Single,Bachelor's,Middle,Arts & Crafts,390.51,6,Online,3,2,0.0,Medium,Very Sensitive,0,2,High,Desktop,Cash,False,False,Wants-based,Express,6,other,402
35,other,High,Divorced,Master's,High,Clothing,442.29,9,Mixed,1,2,0.0,Medium,Somewhat Sensitive,1,2,Low,Tablet,PayPal,False,False,Planned,Express,13,Solid customer,253
18,Female,Middle,Single,High School,High,Furniture,89.6,7,In-Store,5,3,2.0,,Not Sensitive,1,5,Low,Desktop,Cash,False,False,Planned,Standard,8,other,438
27,Male,Middle,Widowed,High School,High,Sports & Outdoors,166.74,6,Mixed,2,5,0.0,High,Not Sensitive,0,6,Low,Desktop,Other,False,False,Impulsive,No Preference,1,other,494
29,Female,High,Married,Bachelor's,Middle,Mobile Accessories,299.28,12,Mixed,4,5,1.0,High,Somewhat Sensitive,0,9,High,Smartphone,Debit Card,False,False,Wants-based,Standard,3,Solid customer,358
24,Male,High,Widowed,Master's,High,Sports & Outdoors,404.57,5,Mixed,4,3,0.0,Medium,Not Sensitive,2,7,,Smartphone,Debit Card,False,True,Need-based,Express,14,Regular,264
27,Male,High,Single,Bachelor's,High,Software & Apps,344.81,10,In-Store,3,1,2.0,Low,Somewhat Sensitive,1,9,High,Desktop,Other,True,True,Wants-based,Express,14,Solid customer,150
34,Male,High,Single,Master's,High,Health Care,217.84,10,Online,2,2,2.0,,Very Sensitive,0,8,High,Tablet,Cash,True,True,Wants-based,Standard,11,other,492
21,Male,Middle,Divorced,Bachelor's,Middle,Sports & Outdoors,445.34,9,In-Store,5,2,1.0,Low,Somewhat Sensitive,1,3,High,Tablet,Cash,True,True,Impulsive,No Preference,3,Can't lose,444
18,Male,High,Widowed,High School,High,Home Appliances,151.73,3,In-Store,2,4,1.0,Medium,Very Sensitive,1,3,,Smartphone,Other,False,True,Wants-based,Express,11,other,240
50,other,High,Married,High School,High,Electronics,123.73,9,Online,1,4,0.0,High,Not Sensitive,2,5,High,Smartphone,Credit Card,False,True,Need-based,No Preference,10,other,227
31,Male,Middle,Single,Master's,High,Travel & Leisure (Flights,370.54,2,In-Store,3,3,0.0,Low,Very Sensitive,1,9,Low,Smartphone,Credit Card,True,False,Impulsive,No Preference,7,other,423
45,Male,High,Married,Master's,High,Baby Products,152.87,3,In-Store,1,5,2.0,High,Very Sensitive,1,8,,Tablet,Debit Card,False,False,Impulsive,Express,11,other,275
29,Male,Middle,Single,Master's,Middle,Health Supplements,295.75,4,Mixed,1,1,0.0,High,Somewhat Sensitive,1,10,Low,Tablet,Credit Card,True,True,Need-based,Standard,8,other,166
36,Male,High,Widowed,High School,Middle,Office Supplies,358.11,11,Mixed,5,1,0.0,High,Very Sensitive,0,3,High,Desktop,Credit Card,False,False,Need-based,Standard,11,Solid customer,261
27,Female,High,Widowed,Master's,High,Jewelry & Accessories,63.6,12,Mixed,5,1,0.0,High,Not Sensitive,2,1,,Desktop,PayPal,False,True,Wants-based,No Preference,6,At risk,468
24,Male,High,Single,High School,Middle,Books,419.53,3,Mixed,1,5,2.0,High,Not Sensitive,2,10,Medium,Tablet,Other,False,False,Wants-based,Express,6,At risk,421
49,other,High,Widowed,High School,Middle,Groceries,491.92,10,In-Store,5,3,0.0,Medium,Very Sensitive,1,1,Low,Desktop,Credit Card,False,False,Wants-based,Standard,2,Top customer,144
21,other,Middle,Divorced,High School,High,Sports & Outdoors,114.44,4,Online,5,3,2.0,Low,Not Sensitive,1,9,,Desktop,Credit Card,False,False,Planned,Express,1,other,214
19,Female,Middle,Married,Master's,High,Mobile Accessories,388.82,10,Mixed,2,3,0.0,Low,Very Sensitive,0,8,Low,Desktop,Other,False,False,Need-based,No Preference,6,Solid customer,261
23,Female,Middle,Married,Bachelor's,High,Mobile Accessories,58.32,7,In-Store,1,5,0.0,Low,Not Sensitive,1,6,Low,Smartphone,PayPal,True,True,Need-based,Standard,8,other,435
28,Female,High,Divorced,Master's,High,Groceries,464.76,2,Mixed,5,1,0.0,Low,Very Sensitive,0,3,Low,Desktop,Debit Card,False,True,Need-based,No Preference,3,At risk,473
27,Female,High,Divorced,Master's,High,Home Appliances,116.92,7,Mixed,2,3,2.0,,Very Sensitive,2,3,Low,Desktop,Debit Card,True,False,Impulsive,No Preference,14,other,417
47,Female,High,Divorced,Bachelor's,Middle,Jewelry & Accessories,396.76,8,Online,3,3,1.0,,Very Sensitive,2,4,High,Tablet,Cash,True,True,Planned,Express,8,Solid customer,309
20,other,High,Widowed,Master's,Middle,Packages),393.35,7,Mixed,3,4,2.0,High,Not Sensitive,0,4,High,Tablet,Credit Card,True,True,Need-based,No Preference,12,other,340
26,Female,High,Single,Master's,High,Electronics,114.03,7,Mixed,4,3,0.0,Medium,Not Sensitive,1,10,High,Tablet,Credit Card,True,True,Planned,No Preference,6,other,404
49,Male,High,Single,Bachelor's,Middle,Health Supplements,109.97,4,In-Store,4,4,1.0,,Very Sensitive,1,5,,Tablet,Credit Card,True,False,Wants-based,No Preference,1,other,283
39,Female,High,Widowed,Master's,High,Beauty & Personal Care,310.23,12,In-Store,1,4,0.0,,Somewhat Sensitive,0,6,,Desktop,PayPal,True,False,Impulsive,Express,3,Solid customer,156
22,Male,Middle,Divorced,Master's,Middle,Travel & Leisure (Flights,383.13,3,Mixed,4,5,0.0,Medium,Not Sensitive,2,6,,Desktop,Cash,False,False,Need-based,No Preference,7,other,239
25,Male,High,Single,High School,Middle,Health Supplements,434.86,11,In-Store,2,5,2.0,High,Somewhat Sensitive,0,4,Medium,Smartphone,Other,True,False,Impulsive,Express,11,Solid customer,332
30,Female,Middle,Married,Bachelor's,Middle,Office Supplies,489.1,9,Mixed,3,4,1.0,Low,Somewhat Sensitive,2,4,Medium,Smartphone,Credit Card,True,False,Need-based,Standard,13,Solid customer,185
19,other,High,Married,Bachelor's,High,Jewelry & Accessories,288.15,3,Online,1,4,1.0,High,Somewhat Sensitive,1,4,Medium,Tablet,Cash,True,False,Impulsive,Standard,13,other,289
35,Male,High,Divorced,Master's,Middle,Clothing,105.87,12,Mixed,3,2,1.0,Low,Not Sensitive,1,1,Medium,Tablet,Cash,False,False,Planned,Express,4,Regular,249
45,Male,Middle,Widowed,High School,High,Luxury Goods,163.4,3,In-Store,3,5,1.0,High,Somewhat Sensitive,2,10,High,Desktop,Cash,True,False,Planned,Standard,7,other,318
20,Male,High,Single,High School,High,Gardening & Outdoors,422.92,6,Mixed,4,1,2.0,,Somewhat Sensitive,0,6,Low,Desktop,Debit Card,False,True,Planned,No Preference,6,Solid customer,217
48,Male,Middle,Divorced,High School,High,Gardening & Outdoors,361.48,10,Online,1,4,1.0,Medium,Somewhat Sensitive,2,9,High,Tablet,Cash,True,True,Wants-based,Express,13,Solid customer,340
23,Male,Middle,Single,Master's,High,Hotels,270.82,2,In-Store,4,2,0.0,,Somewhat Sensitive,1,8,Low,Tablet,Other,True,False,Wants-based,Standard,13,other,204
49,Female,High,Widowed,High School,High,Toys & Games,372.26,11,In-Store,1,5,2.0,,Very Sensitive,1,8,High,Smartphone,PayPal,False,True,Wants-based,Express,6,Solid customer,282
23,Female,Middle,Widowed,Bachelor's,High,Electronics,208.59,3,Mixed,1,1,2.0,Medium,Somewhat Sensitive,0,4,,Desktop,PayPal,True,False,Impulsive,Express,1,other,261
39,Male,Middle,Widowed,High School,High,Gardening & Outdoors,163.22,8,Online,5,3,0.0,High,Somewhat Sensitive,1,3,,Smartphone,PayPal,False,True,Wants-based,No Preference,8,Regular,325
45,Male,High,Married,High School,High,Animal Feed,364.98,7,In-Store,4,1,0.0,Low,Very Sensitive,0,1,,Desktop,Cash,True,False,Wants-based,Standard,8,other,376
31,other,High,Divorced,Master's,High,Groceries,142.43,3,In-Store,2,5,2.0,High,Very Sensitive,1,9,,Desktop,PayPal,True,False,Planned,Express,8,other,236
19,Female,Middle,Married,Bachelor's,High,Electronics,449.72,3,Mixed,3,3,0.0,High,Somewhat Sensitive,1,9,,Smartphone,Other,True,True,Wants-based,Express,3,At risk,459
27,Male,Middle,Single,Bachelor's,High,Gardening & Outdoors,241.56,12,Mixed,3,2,0.0,High,Not Sensitive,0,5,High,Tablet,PayPal,True,False,Need-based,Express,2,Solid customer,175
32,other,Middle,Divorced,Master's,High,Clothing,249.73,5,Mixed,1,4,2.0,Low,Very Sensitive,1,4,Low,Desktop,Cash,True,False,Wants-based,No Preference,1,other,188
24,Male,Middle,Married,Master's,High,Home Appliances,437.3,7,Mixed,2,4,0.0,High,Somewhat Sensitive,0,7,,Tablet,Cash,True,True,Impulsive,No Preference,1,Solid customer,302
22,Male,Middle,Married,Master's,High,Groceries,277.29,4,Mixed,1,4,1.0,,Somewhat Sensitive,2,8,Low,Smartphone,Credit Card,True,True,Wants-based,No Preference,4,other,481
46,Male,High,Single,High School,Middle,Electronics,445.93,6,Online,5,5,2.0,High,Somewhat Sensitive,2,4,High,Smartphone,Debit Card,False,True,Need-based,No Preference,13,Can't lose,372
37,Female,Middle,Married,Bachelor's,Middle,Software & Apps,242.79,6,Mixed,2,4,0.0,High,Somewhat Sensitive,1,7,,Smartphone,Other,True,False,Impulsive,Express,7,At risk,488
34,Male,High,Single,Bachelor's,High,Travel & Leisure (Flights,393.09,8,Online,5,3,2.0,Medium,Somewhat Sensitive,0,3,Medium,Tablet,Cash,False,True,Planned,Standard,1,Can't lose,406
32,Male,Middle,Single,Master's,High,Groceries,167.61,2,Online,3,5,1.0,,Not Sensitive,2,2,Low,Desktop,Other,True,False,Need-based,No Preference,13,other,193
44,Male,High,Divorced,High School,Middle,Gardening & Outdoors,324.22,2,In-Store,4,2,0.0,,Somewhat Sensitive,1,6,Medium,Desktop,PayPal,False,False,Wants-based,Express,14,other,399
24,Female,Middle,Divorced,Bachelor's,Middle,Mobile Accessories,159.3,11,Mixed,5,4,0.0,Medium,Somewhat Sensitive,0,6,High,Tablet,PayPal,False,True,Impulsive,Express,2,other,393
22,other,Middle,Widowed,Master's,Middle,Luxury Goods,324.39,5,Online,2,2,0.0,High,Very Sensitive,1,6,Medium,Desktop,PayPal,True,False,Need-based,Express,1,Regular,184
37,other,High,Single,High School,High,Clothing,198.89,2,In-Store,2,2,0.0,High,Not Sensitive,0,4,Low,Tablet,Credit Card,False,False,Impulsive,Standard,1,other,496
41,Female,Middle,Divorced,Master's,High,Clothing,287.18,7,In-Store,4,5,0.0,,Not Sensitive,0,1,,Tablet,Debit Card,True,False,Planned,No Preference,8,At risk,437
